PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
237195037,20193923,4,2020-10-16T19:50:00,"400 Block Meridan St Pittsburgh, PA 15211",N,Duquesne Heights,3,AGG-ASSAULT,2702 Aggravated Assault.,1911,2,5,-80.0197419556203,40.4325909788506
237216715,20194311,6,2020-10-16T20:45:00,"10th St Brg Pittsburgh, PA 15219",N,South Side Flats,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,6,3,-79.9898776175773,40.4346629704129
237228636,20194495,99,2020-10-17T18:28:00,"600 Block N St Clair St Pittsburgh, PA 15206",Y,East Liberty,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1113,9,2,-79.9251036514677,40.4680459929309
237241473,20194937,27,2020-10-18T10:30:00,"Pius St & S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,3,3,-79.9776958607355,40.4238347156569
237346024,20195876,0,2020-10-19T19:22:00,"1500 Block Summerdale St Pittsburgh, PA 15204",N,Windgap,6,99,8106 Shots Fired,2807,2,5,-80.073102301233,40.4563910209791
237435685,20196367,0,2020-10-20T14:10:00,"5100 Block Blair St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1501,5,3,-79.9464580047679,40.4065376745053
237436978,20196368,0,2020-10-19T11:00:00,"700 Block Tonopah Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1920,,,0,0
237438248,20196369,11,2020-10-20T12:34:00,"1000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT BY DECEPTION,3922 Theft by Deception.,103,6,3,-79.9908396644848,40.4385727798308
237438780,20196366,27,2020-10-20T13:30:00,"7th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.000262668607,40.44323848827
236312875,20186754,6,2020-10-06T10:25:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9960409452176,40.4350395659105
236340062,20187771,99,2020-10-07T18:46:00,"2400 Block Noblestown Rd Pittsburgh, PA 15205",Y,Oakwood,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2812,2,5,-80.055990623201,40.426891231258
236344251,20187659,18,2020-10-07T16:29:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,1303,9,2,-79.8962697960688,40.4573889155008
236353807,20187929,10,2020-10-08T00:59:00,"300 Block Stanhope St Pittsburgh, PA 15204",Y,Esplen,6,TERRORISTIC THREATS,5104 Resisting Arrest or Other Law Enforcement. / 2706 Terroristic Threats. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,2017,2,5,-80.0560987994453,40.4636361509949
236369495,20188069,27,2020-10-08T08:35:00,"Stanwix St & Fort Duquesne Blvd Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.0047626785716,40.4436512142619
236372660,20188096,6,2020-10-05T18:00:00,"2700 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,510,6,3,-79.9670278555567,40.4471425289927
236376836,20188108,6,2020-10-08T09:30:00,"Prospect St & Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1914,2,5,-80.0086840569404,40.42809601776
236382634,20188146,6,2020-10-08T09:00:00,"600 Block Suffolk St Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2614,6,1,-80.001697550661,40.4688308650621
236391387,20188210,6,2020-10-07T18:56:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2609,,,0,0
236395903,20188215,11,2020-10-08T12:30:00,"100 Block Clairtonica St Pittsburgh, PA 15205",N,Crafton Heights,6,THEFT BY DECEPTION,4105(a)(1) Bad Checks / 3922 Theft by Deception.,2815,2,5,-80.0565640704943,40.4390561586502
236559394,20189463,14,2020-10-10T07:00:00,"3600 Block Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief.,1517,5,3,-79.9268250386211,40.4254148381013
237188529,20193743,18,2020-10-16T16:00:00,"Tyndall St & Huxley St Pittsburgh, PA 15204",Y,Sheraden,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 3308 One-Way Roadways and Rotary Traffic Islands. / 3714 Careless Driving,2022,2,5,-80.0605400685416,40.4520291126883
237211142,20194227,99,2020-10-17T08:45:00,"200 Block east ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2204,,,0,0
237212985,20194230,18,2020-10-17T08:47:00,"500 Block East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,2304,1,1,-80.0005722739975,40.4535002610431
237248945,20195083,10,2020-10-18T15:30:00,"1200 Block itin St Pittsburgh, PA 15212",N,Spring Hill-City View,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2620,1,1,-79.9921856302151,40.4620502777626
237357232,20195958,21,2020-10-19T22:04:00,"2300 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,1609,3,3,-79.9730244486967,40.4272414417064
237363035,20196063,27,2020-10-20T00:15:00,"Parkhurst St & Federal Ter N Pittsburgh, PA 15212",N,Central North Side,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2206,1,1,-80.0070173464784,40.456630956011
237483613,20196641,23,2020-10-20T23:34:00,"7700 Block Frankstown Ave Pittsburgh, PA 15221",Y,Homewood North,5,PUBLIC DRUNKENESS,5505 Public Drunkenness / 2709.A3 HARASSMENT - COURSE OF CONDUCT W/NO LEGIT. PURPOSE / 2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,1301,9,2,-79.888065010824,40.455518725726
237537123,20184929,10,2020-10-03T08:43:00,"6300 Block Shetland St Pittsburgh, PA 15206",Y,Larimer,5,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1204,9,2,-79.9111569986409,40.4652324289389
-3251013491,20196981,27,2020-10-21T13:07:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-79.9986796721415,40.4522188227154
235988819,20185489,0,2020-10-04T03:05:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1706,3,3,-79.9774955286783,40.4134778264424
236121445,20186319,23,2020-10-05T16:10:00,"400 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-80.0010801398374,40.4394331511613
236449932,20188727,99,2020-10-09T05:08:00,"S 28th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1609,3,3,-79.9657652335506,40.4262608485961
236547288,20189055,0,2020-10-09T16:30:00,"700 Block Melbourne St Pittsburgh, PA 15217",N,Greenfield,4,99,9999 9999 - (Misc. Incident): Landlord/Tenant Dispute,1517,5,3,-79.9337641378384,40.4218034190833
236552976,20189281,6,2020-10-09T22:15:00,"200 Block 4th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,,,-79.8853415446299,40.3884689003287
236564879,20189517,6,2020-10-10T09:56:00,"100 Block N Euclid Ave Pittsburgh, PA 15206",N,East Liberty,OSC,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1115,9,2,-79.9278017823186,40.4625405440263
236565129,20189578,99,2020-10-10T09:56:00,"100 Block N Euclid Aly Pittsburgh, PA ",Y,East Liberty,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1115,9,2,-79.9278017823186,40.4625405440263
237172276,20193660,99,2020-10-16T12:00:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,DRUG INVESTIGATION,9124 Drug Investigation,1403,8,3,-79.9233366419934,40.4414229997783
237205466,20194181,99,2020-10-17T04:35:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,9,2,-79.9086166765251,40.4703056329977
237233921,20194759,10,2020-10-18T02:03:00,"4200 Block Davison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,TERRORISTIC THREATS,2706 Terroristic Threats.,902,7,2,-79.9587087765139,40.4693458000226
237257025,20195296,10,2020-10-18T23:06:00,"1700 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1702,3,3,-79.9819199883924,40.4297625796748
237262372,20195384,15,2020-10-19T02:09:00,"6500 Block Hamilton Ave Pittsburgh, PA 15206",Y,Larimer,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1208,9,2,-79.9142657236002,40.4589924478051
237274265,20195394,21,2020-10-19T02:34:00,"Shetland St & Finley St Pittsburgh, PA 15206",N,Larimer,5,DRIVING UNDER INFLUENCE,3731 Driving Under Influence of Alcohol or Controlled Substance / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,1208,9,2,-79.9075832683702,40.460841048592
237303896,20195622,0,2020-10-17T14:10:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Non-Reportable Accident,1201,9,2,-79.8923529450752,40.4861185015656
237305999,20195635,14,2020-10-19T11:00:00,"500 Block Oaklynn Ct Pittsburgh, PA 15216",N,Banksville,6,CRIM MISCHIEF,3304 Criminal Mischief.,2023,,,0,0
235936506,20184749,0,2020-10-03T00:10:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1706,3,3,-79.9774955286783,40.4134778264424
237157212,20193567,99,2020-10-16T11:40:00,"1100 Block W North Ave Pittsburgh, PA 15233",Y,Manchester,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2107,,,0,0
237171906,20193617,26,2020-10-16T12:15:00,"2200 Block Almont St Pittsburgh, PA 15210",N,Carrick,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2904,,,0,0
237240888,20194885,99,2020-10-18T09:10:00,"200 Block Sunnyland Brg Pittsburgh, PA 15227",N,Carrick,3,AIDED CASE,9497 Aided Case,2904,4,3,-79.982916552268,40.3824883579537
236005856,20185580,27,2020-10-03T22:30:00,"100 Block Winslow St Pittsburgh, PA 15206",N,Larimer,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1204,,,0,0
236007301,20185617,26,2020-10-04T11:00:00,"500 Block Paulson Ave Pittsburgh, PA 15206",N,Larimer,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1204,9,2,-79.9120987736764,40.4632524802596
236008983,20185639,14,2020-10-04T10:30:00,"300 Block Parklyn St Pittsburgh, PA 15234",N,Overbrook,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",3207,4,5,-80.0011597108627,40.3833812805805
236011094,20185659,27,2020-10-04T10:30:00,"2900 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2904,4,3,-79.9769380273535,40.3823647433724
236013216,20185689,6,2020-10-04T07:30:00,"1700 Block Mount Joseph St Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,2901,4,3,-79.9913492988381,40.3976002373484
237180834,20193789,10,2020-10-16T16:30:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,HARRASSMENT,2709(a) Harassment.,2507,6,1,-80.0165685056208,40.4568744092444
237193343,20193932,0,2020-10-16T20:17:00,"20 Block Woodville Ave Pittsburgh, PA 15220",N,West End,6,99,9998 Overdose Other,2019,2,5,-80.0338347262987,40.4348301736524
237213132,20194247,10,2020-10-17T09:21:00,"4000 Block Franklin Rd Pittsburgh, PA 15214",Y,Perry North,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2602,1,1,-80.0188528217883,40.4913008333001
237216320,20194278,6,2020-10-17T09:10:00,"100 Block 35th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,603,7,2,-79.9695060933154,40.4652871664065
237216903,20194327,6,2020-10-17T11:37:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2204,,,0,0
237236624,20194779,10,2020-10-18T02:41:00,"1200 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2902,4,3,-79.9901999851368,40.4040717030521
237238791,20194402,14,2020-10-17T14:20:00,"2400 Block Wilson Ave Pittsburgh, PA 15214",Y,Perry South,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2614,6,1,-80.0134862427079,40.4673497848632
237252451,20195179,0,2020-10-18T18:36:00,"2500 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,OSC,99,9999 9999 - (Misc. Incident): Domestic between mother and daughter,1306,9,2,-79.8732271471488,40.4561140005372
237254533,20195153,18,2020-10-18T18:39:00,"E North Ave & Sandusky St N Pittsburgh, PA 15212",Y,Central North Side,1,STOLEN PROPERTY,"13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 4730 Violations of Use of Certificate of Inspection. / 7122 Altered, Forged or Counterfeit Documents and Plates / 3714 Careless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked.",2206,1,1,-80.004568422652,40.455850861071
235941862,20184809,10,2020-10-03T02:07:00,"3000 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry North,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 601.12 Interference with Official Duties / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2607,1,1,-80.0121841852939,40.4762583121113
-3339002914,20185265,27,2020-10-03T19:30:00,"Commonwealth Pl & Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.007017375068,40.4403045745609
235967866,20185135,4,2020-10-03T15:17:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood South,OSC,AGG-ASSAULT,2702 Aggravated Assault. / 901 Criminal Attempt,7799,9,2,-79.8962697960688,40.4573889155008
235969600,20107699,99,2020-10-03T17:00:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",Y,Marshall-Shadeland,6,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2020,2,5,-80.0390413458052,40.4425953557746
237453054,20196401,6,2020-10-20T15:00:00,"4600 Block Mt Troy Rd Pittsburgh, PA 15214",N,Summer Hill,1,THEFT FROM AUTO,3934 Theft from Vehicle,2612,,,0,0
-3218041245,20196975,27,2020-10-21T12:45:00,"Kearsarge St & W Sycamore St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.0102519282989,40.4322624674273
-3250042044,20196951,0,2020-10-21T12:09:00,"4500 Block Veterans Memorial Blvd Metairie, LA 70006",N,Outside State,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),7799,,,0,0
-3477040463,20197026,6,2020-10-21T14:00:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1702,,,0,0
237602075,20197350,18,2020-10-21T22:48:00,"Mifflin Rte NE & Interboro Ave Pittsburgh, PA 15207",Y,Lincoln Place,4,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 6110.2 Possesion of Firearm with Altered Mfg. Number / 3714 Careless Driving,3102,5,3,-79.9129848195402,40.3697376634921
237612313,20196766,10,2020-10-21T05:33:00,"6300 Block Shetland St Pittsburgh, PA 15206",Y,Larimer,5,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a) Harassment. / 3304 Criminal Mischief.,1204,9,2,-79.9111569986409,40.4652324289389
237638862,20197011,11,2020-10-21T13:45:00,"1200 Block Island Ave Pittsburgh, PA 15212",N,California-Kirkbride,1,IDENTITY THEFT,4120 Identity Theft,2507,1,1,-80.0256085395011,40.4632186931825
236568422,20189597,14,2020-10-10T12:24:00,"7400 Block Monticello St Pittsburgh, PA 15208",Y,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief.,1301,9,2,-79.8910159259068,40.4583216061301
237139061,20193468,6,2020-10-15T18:00:00,"3100 Block Brackenridge St Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,510,6,3,-79.9630977565561,40.4479539053313
237141623,20193497,10,2020-10-16T07:00:00,"4500 Block Browns Hill Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1414,5,3,-79.925939048236,40.4176069600026
237145461,20193507,10,2020-10-16T01:00:00,"2900 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.0512621204587,40.4551893197363
237149565,20193529,27,2020-10-15T20:02:00,"6300 Block St Marie St Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1106,9,2,-79.9162023215471,40.4675351872558
237150868,20193546,99,2020-10-15T12:00:00,"1400 Block Crafton Blvd Pittsburgh, PA 15205",N,Crafton Heights,6,LOST PROPERTY,9504 Lost Property,2815,2,5,-80.0563550377726,40.4378626598333
237154652,20193555,27,2020-10-16T07:50:00,"5800 Block Marlborough Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1403,5,3,-79.9229848942242,40.4389145260806
237155089,20193579,10,2020-10-16T10:30:00,"4100 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",901,7,2,-79.9610801855943,40.4694108081575
237159012,20193593,10,2020-10-16T11:30:00,"E Carson St & S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,3,-79.9805652715853,40.4287665592296
237166138,20193649,6,2020-10-14T12:00:00,"1800 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,103,6,3,-79.9813236408135,40.4373720231649
237167741,20193665,6,2020-10-16T12:00:00,"4600 Block 5th Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,404,8,3,-79.9486620860961,40.4466589260251
237311065,20195666,10,2020-10-12T18:00:00,"Riverview Park Pittsburgh, PA 15214",N,Perry North,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2602,1,1,-80.0184397851974,40.4829886127023
237316514,20195689,27,2020-10-16T08:30:00,"5200 Block Lytle St Pittsburgh, PA 15207",N,Hazelwood,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1501,5,3,-79.9451793141513,40.4050425516766
-3218041190,20196236,6,2020-10-20T10:47:00,"400 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1807,3,5,-79.9998207026968,40.4266947312432
237453662,20196398,27,2020-10-20T15:55:00,"2200 Block E Hills Dr Pittsburgh, PA 15221",Y,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.8730925207885,40.4539041976002
237460942,20196462,18,2020-10-20T17:53:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-80.0016237646793,40.4417809547139
235967402,20185237,10,2020-10-03T18:40:00,"600 Block Suismon St Pittsburgh, PA 15212",N,East Allegheny,1,SIMPLE ASSAULT,2701 Simple Assault.,2304,1,1,-79.9996170368919,40.4553867314949
236117691,20186279,27,2020-10-05T14:53:00,"1200 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2901,4,3,-79.9901999851368,40.4040717030521
236122010,20186237,6,2020-10-05T14:30:00,"2200 Block Roswell Dr Pittsburgh, PA 15204",N,Fairywood,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2808,2,5,-80.0812136889506,40.4435636834398
237252848,20195220,0,2020-10-18T20:03:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): ,1803,3,5,-79.9937050598573,40.4218022561637
237559270,20196966,11,2020-10-20T22:30:00,"200 Block Alries St Pittsburgh, PA 15210",N,Carrick,3,CREDIT CARDS,4106 Access Device Fraud,2902,4,3,-79.9856229912804,40.3995759692895
237562320,20197019,6,2020-10-21T13:00:00,"1500 Block Beaver Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle,2108,6,1,-80.0295475953606,40.4549303671582
237562434,20197041,6,2020-10-21T13:00:00,"1500 Block Beaver Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle,2108,6,1,-80.0295475953606,40.4549303671582
237566211,20197037,26,2020-10-20T22:00:00,"30 Block Merritt Ave Pittsburgh, PA 15210",N,Carrick,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2904,4,3,-79.9788938799005,40.3838320342146
237602216,20190004,18,2020-10-11T01:08:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1302,9,2,-79.8963011488784,40.457404655664
237808246,20198852,6,2020-10-24T00:30:00,"1200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.9862131966527,40.4285828598749
237172436,20193648,0,2020-10-16T13:16:00,"800 Block Devonshire St Pittsburgh, PA 15213",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,709,8,2,-79.9442130695486,40.4479925321451
237203305,20194148,0,2020-10-17T03:15:00,"1500 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9992 Governor's Order Violation,1202,9,2,-79.895848339806,40.4686838773008
237229832,20194618,0,2020-10-17T21:02:00,"Saw Mill Run Blvd Ramp & West End Circle Pittsburgh, PA ",N,Elliott,6,99,9999 9999 - (Misc. Incident): ,2020,,,0,0
237261705,20195399,99,2020-10-19T02:45:00,"200 Block Bausman St Pittsburgh, PA 15210",Y,Knoxville,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,3001,3,5,-79.9905539115555,40.4143643410994
237360236,20196066,0,2020-10-20T02:57:00,"Strata Way & Riota Way Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): Poss. small amount of marijuana - no charges ,2901,4,3,-79.9927659962179,40.3958761738097
237449056,20196418,11,2020-10-20T00:01:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Shadyside,4,THEFT BY DECEPTION,3922 Theft by Deception.,709,8,2,-79.9492807240444,40.4525592336087
237450755,20196419,6,2020-10-20T15:30:00,"2600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,3,3,-79.9682421893291,40.4272789740558
237451938,20196450,0,2020-10-20T00:01:00,"300 Block Raymond St Pittsburgh, PA 15218",N,Swisshelm Park,4,99,9999 9999 - (Misc. Incident): ,1411,5,3,-79.8993463734254,40.4238314850047
237458441,20196449,10,2020-10-20T16:58:00,"2000 Block Murray Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT,2701 Simple Assault.,1408,5,3,-79.9230014255943,40.4345855975948
235969732,20185276,0,2020-10-03T19:00:00,"3200 Block Faronia St Pittsburgh, PA 15204",Y,Sheraden,OSC,99,2709.1 Stalking Conduct or Repeatedly Acts Including Follows / 3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),2022,2,5,-80.0663606774522,40.451609860466
236022489,20185834,0,2020-10-04T18:35:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0064088164826,40.4417408925392
237733748,20197864,27,2020-10-22T16:49:00,"Craft Ave & Blvd Of The Allies Pittsburgh, OH 15213",N,South Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,409,6,3,-79.9615305128041,40.4358440410729
237750637,20198126,0,2020-10-23T00:43:00,"2000 Block E Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): ,305,6,3,-79.9799824053927,40.4435889103074
